adm_cd,population,traffic,tourism,commercial_density,full_name
4313055000,14099.0,16573.0,2.0,0.01,
4313061000,9028.0,34801.0,40.0,0.03,
4315035000,646.0,1163.0,1.0,0.05,충청북도 제천시 한수면
4315052800,5353.0,26661.0,36.0,0.1,
4315054700,9879.0,21738.0,40.0,0.02,
4315056000,21796.0,4954.0,1.0,0.02,
4315059000,15563.0,25020.0,1.0,0.03,
4372038500,1618.0,1911.0,1.0,0.02,충청북도 보은군 회인면
4373025000,27972.0,9212.0,22.0,0.03,충청북도 옥천군 옥천읍
4374025000,20602.0,5790.0,16.0,0.03,충청북도 영동군 영동읍
4374031000,3247.0,1710.0,3.0,0.03,충청북도 영동군 용산면
4374035000,2070.0,122.0,2.0,0.02,충청북도 영동군 상촌면
4375025000,32486.0,33328.5,25.0,0.02,충청북도 진천군 진천읍
4375035000,7932.0,8289.0,5.0,0.03,충청북도 진천군 이월면
4376025000,10874.0,14566.0,10.0,0.03,충청북도 괴산군 괴산읍
4376036000,5160.0,988.0,11.0,0.02,충청북도 괴산군 청천면
4377025000,16976.0,10301.0,14.0,0.02,충청북도 음성군 음성읍
4377025300,22411.0,6808.0,21.0,0.03,충청북도 음성군 금왕읍
4377033000,13860.0,5397.5,8.0,0.03,충청북도 음성군 맹동면
4377034000,19778.0,8676.0,25.0,0.03,충청북도 음성군 대소면
4377035000,8443.0,5500.0,4.0,0.04,충청북도 음성군 삼성면
4380025000,9818.0,8578.0,39.0,0.03,충청북도 단양군 단양읍
4380032000,1895.0,2381.0,1.0,0.04,충청북도 단양군 가곡면
4413135000,2823.0,27740.0,1.0,0.04,충청남도 천안시 동남구 수신면
4413152000,8145.0,24639.0,40.0,0.02,
4413153000,8377.0,24639.0,2.0,0.03,
4413154000,9299.0,24639.0,3.0,0.03,
4413155000,18124.0,54979.0,33.0,0.02,
4413156000,21829.0,24639.0,1.0,0.02,
4413157000,43783.0,71113.0,1.0,0.02,
4413159000,49621.0,54979.0,41.0,0.02,
4413325300,21806.0,34811.0,7.0,0.02,충청남도 천안시 서북구 성거읍
4413351000,18149.5,54979.0,22.5,0.02,
4413352000,27081.0,54979.0,40.0,0.03,
4413353000,13139.0,63046.0,18.0,0.03,
4413355000,17709.0,71113.0,0.0,0.01,
4413356000,38968.0,54979.0,0.0,0.02,
4413356600,31567.0,54979.0,14.0,0.02,
4413356700,36091.0,54979.0,2.0,0.02,
4413358000,51022.0,27036.0,7.0,0.02,
4415034000,3897.0,16850.0,49.0,0.05,충청남도 공주시 반포면
4415037000,4883.0,3404.0,2.0,0.03,충청남도 공주시 정안면
4415051000,4804.0,17165.0,12.0,0.04,
4415054000,7655.0,16008.0,18.0,0.05,
4415059000,15562.0,17597.0,0.0,0.02,
4418032000,4737.0,7019.0,13.0,0.03,충청남도 보령시 오천면
4418033000,3638.0,1345.0,9.0,0.03,충청남도 보령시 천북면
4418041000,4931.0,7019.0,7.0,0.02,충청남도 보령시 주교면
4420033000,47364.0,43372.0,1.0,0.01,충청남도 아산시 탕정면
4420035000,21660.0,16013.0,41.0,0.03,충청남도 아산시 음봉면
4420036000,30326.0,12188.0,10.0,0.02,충청남도 아산시 둔포면
4420039000,3181.0,28964.0,2.0,0.03,충청남도 아산시 선장면
4420041000,32158.0,25047.0,2.0,0.01,충청남도 아산시 신창면
4420057000,9225.0,29758.0,48.0,0.06,
4420060000,19312.0,29758.0,2.0,0.01,
4420061000,20995.0,36549.0,6.0,0.02,
4420062000,26953.0,36549.0,4.0,0.01,
4421051000,18659.0,15400.0,45.0,0.02,
4421054000,16229.0,9376.0,3.0,0.02,
4423025300,13294.0,14188.0,23.0,0.03,충청남도 논산시 연무읍
4423036000,6056.0,25202.0,17.0,0.04,충청남도 논산시 연산면
4423040000,3185.0,6139.0,5.0,0.04,충청남도 논산시 가야곡면
4425031000,13354.0,32024.0,0.0,0.01,충청남도 계룡시 두마면
4427025300,31514.0,18332.0,33.0,0.02,충청남도 당진시 송악읍
4427032000,8688.0,18186.0,19.0,0.03,충청남도 당진시 석문면
4427038000,15418.0,20385.0,14.0,0.03,충청남도 당진시 신평면
4427051000,32759.0,12304.0,33.0,0.03,
4471025000,22425.0,12037.8,14.0,0.04,충청남도 금산군 금산읍
4471037000,2981.0,2653.0,16.0,0.04,충청남도 금산군 진산면
4476025000,18159.0,1317.0,31.0,0.04,충청남도 부여군 부여읍
4476033000,2165.0,4176.0,4.0,0.02,충청남도 부여군 외산면
4480025000,37640.0,10780.0,30.0,0.03,충청남도 홍성군 홍성읍
4480025600,30325.0,3769.0,3.0,0.01,충청남도 홍성군 홍북읍
4481025000,31738.0,17647.0,51.0,0.03,충청남도 예산군 예산읍
4481035000,2439.0,1032.0,10.0,0.04,충청남도 예산군 응봉면
4481036000,6359.0,3769.0,51.0,0.04,충청남도 예산군 덕산면
4482525300,7770.0,10017.0,100.0,0.04,충청남도 태안군 안면읍
4482532000,5042.0,10066.0,157.0,0.04,충청남도 태안군 남면
4482534000,5085.0,6588.0,55.0,0.03,충청남도 태안군 소원면
4482535000,4064.0,8790.0,63.0,0.03,충청남도 태안군 원북면
4611053500,4003.0,16601.0,11.0,0.04,
4611059500,6544.0,16601.0,53.0,0.05,
4611069500,3092.0,16601.0,13.0,0.02,
4611075600,21500.0,9845.0,16.0,0.01,
4611075700,14903.0,9845.0,21.0,0.03,
4611075800,16079.0,9845.0,52.0,0.05,
4611078000,4972.0,15185.5,1.0,0.04,
4611079000,10816.0,9845.0,1.0,0.03,
4611081000,22116.0,9845.0,2.0,0.01,
4613025000,12832.0,14076.0,158.0,0.03,전라남도 여수시 돌산읍
4613031000,20534.0,50574.0,22.0,0.02,전라남도 여수시 소라면
4613032000,5614.0,51436.0,5.0,0.03,전라남도 여수시 율촌면
4613053500,2555.0,14076.0,56.0,0.04,
4613057000,3738.0,14076.0,47.0,0.08,
4613060000,3501.0,14076.0,12.0,0.04,
4613068500,7342.0,14076.0,8.0,0.01,
4613073000,11646.0,25252.0,3.0,0.02,
4613078000,31195.0,25252.0,60.0,0.03,
4613082000,1935.0,25252.0,4.0,0.16,
4615032000,14497.0,4818.0,2.0,0.02,전라남도 순천시 서면
4615054000,8775.0,4818.0,1.0,0.01,
4615057000,39932.0,4309.5,35.0,0.03,
4615058000,6842.0,3801.0,30.0,0.04,
4615062000,2501.0,4818.0,12.0,0.08,
4615066100,37680.0,4818.0,13.0,0.02,
4615066500,37680.0,4818.0,13.0,0.02,
4617039000,6608.0,57752.0,2.0,0.01,전라남도 나주시 금천면
4617040000,2762.0,43042.5,0.0,0.04,전라남도 나주시 산포면
4617060000,3788.0,14760.0,3.0,0.06,
4617062000,38238.0,57752.0,13.0,0.02,
4623051500,6256.0,15154.666666666666,0.0,0.03,
4623053000,56681.0,11124.0,42.0,0.02,
4671025000,14787.0,12471.5,57.0,0.04,전라남도 담양군 담양읍
4671034000,3812.0,6594.0,2.0,0.03,전라남도 담양군 창평면
4671039000,2147.0,19407.0,2.0,0.03,전라남도 담양군 월산면
4671040000,4487.0,22251.0,0.0,0.02,전라남도 담양군 수북면
4673025000,9915.0,4940.0,9.0,0.04,전라남도 구례군 구례읍
4678025300,10609.0,4814.0,15.0,0.03,전라남도 보성군 벌교읍
4679025000,38380.0,14142.0,10.0,0.02,전라남도 화순군 화순읍
4679035000,3051.0,5813.0,2.0,0.03,전라남도 화순군 능주면
4681032000,1966.0,1958.0,2.0,0.03,전라남도 강진군 칠량면
4681036000,2578.0,12338.0,2.0,0.04,전라남도 강진군 성전면
4682025000,22960.0,16503.0,28.0,0.03,전라남도 해남군 해남읍
4682036000,1861.0,2981.0,0.0,0.02,전라남도 해남군 북일면
4682040000,4237.0,4950.0,2.0,0.03,전라남도 해남군 황산면
4682043000,3265.0,612.0,5.0,0.02,전라남도 해남군 화원면
4683025000,7429.0,10059.0,12.0,0.04,전라남도 영암군 영암읍
4683025300,30828.0,13022.0,40.0,0.02,전라남도 영암군 삼호읍
4684025600,38936.0,29336.0,11.0,0.02,전라남도 무안군 삼향읍
4686025000,7705.0,6348.666666666667,7.0,0.04,전라남도 함평군 함평읍
4687031000,1552.0,6732.0,0.0,0.03,전라남도 영광군 대마면
4688025000,12715.0,31694.0,14.0,0.03,전라남도 장성군 장성읍
4688039000,2561.0,3605.0,2.0,0.03,전라남도 장성군 북이면
4689025000,16903.0,3590.0,55.0,0.04,전라남도 완도군 완도읍
4690025000,9905.0,8946.0,16.0,0.04,전라남도 진도군 진도읍
4691025300,5384.0,5675.0,4.0,0.03,전라남도 신안군 압해읍
4711125300,28659.0,37969.0,1.0,0.02,경상북도 포항시 남구 연일읍
4711132000,9388.0,14175.0,7.0,0.02,경상북도 포항시 남구 동해면
4711152500,23665.0,21053.0,29.0,0.04,
4711155000,11715.0,21053.0,7.0,0.02,
4711325000,43013.0,34308.5,17.0,0.02,경상북도 포항시 북구 흥해읍
4711332000,4575.0,1584.0,20.0,0.04,경상북도 포항시 북구 청하면
4711352000,14581.0,34308.5,56.0,0.05,
4711363000,16257.0,21053.0,0.0,0.01,
4711365500,19406.0,21053.0,43.0,0.05,
4713025000,5781.0,4879.0,36.0,0.03,경상북도 경주시 감포읍
4713032000,6042.0,12460.0,26.0,0.03,경상북도 경주시 양남면
4713035000,2965.0,19433.0,2.0,0.03,경상북도 경주시 서면
4713036000,20913.0,25475.0,0.0,0.01,경상북도 경주시 현곡면
4713051500,5318.0,25475.0,1.0,0.05,
4713053000,5937.0,25475.0,155.0,0.06,
4713057000,3845.0,25475.0,1.0,0.06,
4713059000,14928.0,25475.0,11.0,0.02,
4713061500,25201.0,25475.0,0.0,0.01,
4713063000,21863.0,25475.0,14.0,0.03,
4713065000,9706.0,7749.5,54.0,0.02,
4713066000,1528.0,10282.0,23.0,0.1,
4715051600,6184.0,1948.0,20.0,0.05,
4717025000,6089.0,14894.0,10.0,0.05,경상북도 안동시 풍산읍
4717033000,3963.0,1392.0,2.0,0.03,경상북도 안동시 서후면
4717051000,5277.0,9432.833333333334,50.0,0.10000000000000002,
4717058500,8339.0,8514.0,18.0,0.04,
4717060000,12175.0,10167.0,21.0,0.03,
4717063000,5916.0,10167.0,3.0,0.02,
4717065000,20391.0,848.0,19.0,0.02,
4717069000,10333.0,848.0,16.0,0.03,
4719053500,5702.0,28475.0,154.0,0.11,
4719056500,39118.0,4416.0,19.0,0.02,
4719058200,13045.0,28475.0,2.0,0.02,
4719058300,15761.0,43730.0,0.0,0.02,
4719061000,13146.0,43730.0,1.0,0.03,
4719063000,4404.0,43730.0,1.5,0.04,
4719064500,30559.0,33374.0,6.0,0.01,
4719070000,4752.0,43730.0,8.0,0.11,
4723031000,5572.0,7929.0,9.0,0.05,경상북도 영천시 청통면
4723039000,4254.0,24087.0,1.0,0.02,경상북도 영천시 북안면
4723055500,4176.0,24087.0,5.0,0.06,
4729025000,37880.0,15813.0,9.0,0.02,경상북도 경산시 하양읍
4729025300,44028.0,6546.0,4.0,0.02,경상북도 경산시 진량읍
4729025600,21141.0,26377.0,6.0,0.02,경상북도 경산시 압량읍
4729052000,6072.0,20197.0,18.0,0.05,
4729054100,33419.0,20197.0,8.0,0.02,
4777031000,5744.0,872.0,47.0,0.04,경상북도 영덕군 강구면
4782025000,8046.0,12093.0,27.0,0.03,경상북도 청도군 화양읍
4782025300,10768.0,4042.0,6.0,0.03,경상북도 청도군 청도읍
4783025300,9437.0,8769.0,9.0,0.04,경상북도 고령군 대가야읍
4783034000,8578.0,31748.0,2.0,0.04,경상북도 고령군 다산면
4785025000,32613.0,11356.0,18.0,0.03,경상북도 칠곡군 왜관읍
4785033000,3483.0,30561.0,10.0,0.08,경상북도 칠곡군 가산면
4790025000,14481.0,11020.0,21.0,0.03,경상북도 예천군 예천읍
4790031000,2050.0,3897.0,0.0,0.02,경상북도 예천군 용문면
4792034000,4127.0,9574.0,7.0,0.03,경상북도 봉화군 춘양면
4793037000,6286.0,11589.0,24.0,0.03,경상북도 울진군 죽변면
4794025000,5936.0,15769.0,104.0,0.04,경상북도 울릉군 울릉읍
4812125000,18452.0,35770.0,1.0,0.02,경상남도 창원시 의창구 동읍
4812152000,26223.0,52306.166666666664,37.0,0.06,
4812352000,36021.0,64900.0,127.0,0.04,
4812353000,26276.0,78548.0,71.0,0.03,
4812356000,25103.0,78548.0,0.0,0.02,
4812532000,11774.0,6467.0,5.0,0.02,경상남도 창원시 마산합포구 진동면
4812533000,3501.0,3891.0,2.0,0.06,경상남도 창원시 마산합포구 진북면
4812552000,2398.0,7651.0,1.0,0.02,
4812554000,11073.0,27717.0,3.0,0.02,
4812556500,13273.0,27717.0,2.0,0.02,
4812563000,18069.0,27717.0,86.0,0.06,
4812564000,6511.0,27717.0,17.0,0.02,
4812754500,16024.0,14564.0,21.0,0.02,
4812762000,4190.0,57577.0,0.0,0.1,
4812954000,7939.0,36957.0,3.0,0.02,
4812955000,3599.0,36957.0,0.0,0.01,
4812961000,9374.0,30752.0,3.0,0.02,
4812963000,12859.0,30911.0,7.0,0.02,
4817041000,19904.0,14175.0,0.0,0.01,경상남도 진주시 금산면
4817051500,28921.0,11808.0,26.0,0.02,
4817055500,9749.0,11808.0,65.0,0.04,
4817056500,10230.0,8646.0,63.0,0.07,
4817067300,19071.0,24338.0,24.0,0.04,
4817071000,26105.0,11808.0,16.0,0.02,
4817073000,20023.0,11808.0,2.0,0.01,
4817074000,34543.0,29164.0,4.5,0.015,
4822025000,4422.0,9785.0,10.0,0.03,경상남도 통영시 산양읍
4822031000,11945.0,21520.0,5.0,0.02,경상남도 통영시 용남면
4822034000,30510.0,27699.0,36.0,0.02,경상남도 통영시 광도면
4822051000,8999.0,9785.0,3.0,0.02,
4822055000,3147.3333333333335,9785.0,39.666666666666664,0.07,
4822059000,8338.0,36763.0,34.0,0.03,
4822067000,9363.0,9785.0,14.0,0.02,
4824051000,5970.0,9146.0,11.0,0.04,
4825032000,21119.0,24910.5,2.0,0.04,경상남도 김해시 주촌면
4825033000,8067.0,19641.5,3.0,0.08,경상남도 김해시 진례면
4825034000,9229.0,27333.666666666668,7.0,0.09000000000000001,경상남도 김해시 한림면
4825037000,4834.0,28715.0,0.0,0.04,경상남도 김해시 대동면
4825056500,9155.0,31129.5,0.0,0.07,
4825060000,6920.0,30599.0,0.0,0.04,
4827031000,5252.0,10481.0,8.0,0.03,경상남도 밀양시 부북면
4827051000,2477.0,12233.0,3.0,0.06,
4827054000,7313.0,20832.0,9.0,0.02,
4831031000,7740.0,7767.5,25.0,0.03,경상남도 거제시 일운면
4831037000,8572.0,20890.0,2.0,0.03,경상남도 거제시 연초면
4833034000,7794.0,15587.0,28.0,0.03,경상남도 양산시 하북면
4833051000,11401.0,17527.0,42.0,0.06,
4833053000,9471.0,15053.0,0.0,0.04,
4873034000,3307.0,2175.0,2.0,0.04,경상남도 함안군 대산면
4873035000,5635.0,14596.0,5.0,0.05,경상남도 함안군 칠서면
4874034000,2236.0,3068.0,0.0,0.02,경상남도 창녕군 이방면
4874035000,1558.0,3431.0,0.0,0.02,경상남도 창녕군 유어면
4882025000,22925.0,3640.0,38.0,0.03,경상남도 고성군 고성읍
4884031000,3564.0,7854.0,8.0,0.03,경상남도 남해군 이동면
4884034000,2246.0,2652.0,31.0,0.04,경상남도 남해군 미조면
4884035000,3106.0,1381.0,14.0,0.04,경상남도 남해군 남면
4884039000,5177.0,1267.0,18.0,0.02,경상남도 남해군 창선면
4885032000,3078.0,1798.0,2.0,0.03,경상남도 하동군 악양면
4886025000,6608.0,8054.0,8.0,0.03,경상남도 산청군 산청읍
4887031000,1832.0,910.0,7.0,0.04,경상남도 함양군 마천면
4889031000,1284.0,743.0,3.0,0.03,경상남도 합천군 봉산면
5011025000,22389.0,7937.5,66.0,0.04,제주특별자치도 제주시 한림읍
5011025300,37245.0,29401.0,197.0,0.03,제주특별자치도 제주시 애월읍
5011025600,14767.0,9231.5,45.0,0.04,제주특별자치도 제주시 구좌읍
5011025900,24995.0,6834.0,67.0,0.03,제주특별자치도 제주시 조천읍
5011031000,9316.0,2677.3333333333335,19.0,0.04,제주특별자치도 제주시 한경면
5011051000,2177.0,35338.0,31.0,0.13,
5011052000,31540.0,35338.0,26.0,0.02,
5011053000,7548.0,35338.0,35.0,0.05,
5011054000,48436.0,35338.0,32.0,0.03,
5011056000,8111.0,35338.0,43.0,0.03,
5011058000,13633.0,40708.57142857143,17.0,0.02,
5011059000,5593.5,35338.0,31.0,0.075,
5011060000,23355.0,26699.6,1.0,0.02,
5011061000,25725.0,5254.0,1.0,0.02,
5011062000,5197.0,5298.5,2.0,0.02,
5011063000,42535.0,16533.6,4.0,0.02,
5011064000,15735.0,34109.5,17.0,0.03,
5011065000,43976.0,54135.0,133.0,0.03,
5011067000,22188.0,39163.0,7.0,0.02,
5011069000,16833.333333333332,54135.0,50.333333333333336,0.05666666666666667,
5013025000,22601.0,2124.0,54.0,0.03,제주특별자치도 서귀포시 대정읍
5013025900,15530.0,8200.0,85.0,0.03,제주특별자치도 서귀포시 성산읍
5013031000,12116.0,14186.333333333334,95.0,0.03,제주특별자치도 서귀포시 안덕면
5013032000,12172.0,10514.0,37.0,0.03,제주특별자치도 서귀포시 표선면
5013051000,4105.0,28097.0,42.0,0.02,
5013053000,2850.5,28097.0,20.75,0.08499999999999999,
5013054000,3401.0,28097.0,57.0,0.05,
5013056000,5379.0,19773.0,14.0,0.03,
5013057000,22890.0,28097.0,2.0,0.02,
5013059000,14881.0,19630.0,36.0,0.02,
5013060000,13239.0,11973.5,24.0,0.02,
5013061000,3771.0,1753.0,29.0,0.04,
5013062000,3771.0,19840.0,29.0,0.04,
5111025000,7248.0,18836.0,6.0,0.02,강원특별자치도 춘천시 신북읍
5111031000,19631.0,22430.0,6.0,0.03,강원특별자치도 춘천시 동면
5111035000,3745.0,2996.0,6.0,0.03,강원특별자치도 춘천시 서면
5111036000,2284.0,6008.0,5.0,0.02,강원특별자치도 춘천시 사북면
5111039000,16439.0,9664.0,0.0,0.03,강원특별자치도 춘천시 동내면
5111054500,2571.0,18836.0,10.0,0.08,
5111058000,8708.0,18836.0,27.0,0.03,
5111060000,13775.0,18836.0,5.0,0.02,
5111061100,19331.0,18836.0,4.0,0.01,
5111063000,5060.0,26024.0,0.0,0.04,
5111064000,5060.0,26024.0,0.0,0.04,
5111070500,25236.0,9421.0,5.0,0.01,
5113031000,7989.0,11201.0,12.0,0.04,강원특별자치도 원주시 소초면
5113032000,3346.0,13644.0,4.0,0.06,강원특별자치도 원주시 호저면
5113033000,29281.0,3019.0,23.0,0.02,강원특별자치도 원주시 지정면
5113037000,15011.0,12602.0,7.0,0.02,강원특별자치도 원주시 흥업면
5113038000,7096.0,17545.0,8.0,0.05,강원특별자치도 원주시 판부면
5113051500,2415.0,19092.0,48.0,0.19,
5113053000,12041.0,17545.0,4.0,0.02,
5113054100,7812.0,17545.0,0.0,0.02,
5113056000,8788.0,17545.0,5.0,0.02,
5113057500,4218.0,3019.0,6.0,0.02,
5113059000,23048.5,10282.0,24.5,0.0275,
5113060000,15476.0,8434.0,14.0,0.02,
5113065000,8605.0,19092.0,11.0,0.02,
5113066000,34464.0,15073.5,9.0,0.02,
5113067500,45914.0,17545.0,6.0,0.02,
5115031000,3412.0,12489.0,3.0,0.03,강원특별자치도 강릉시 성산면
5115034000,3848.0,8498.0,53.0,0.04,강원특별자치도 강릉시 강동면
5115052000,4606.0,9678.6,28.0,0.12,
5115054000,3236.0,8976.0,52.0,0.11,
5115055000,25038.0,19549.0,17.0,0.02,
5115057100,10670.0,8976.0,20.0,0.05000000000000001,
5115058000,4433.0,16027.5,46.0,0.03,
5115059000,9570.0,8976.0,15.0,0.02,
5115064500,26984.0,8976.0,0.0,0.02,
5115066500,9287.0,23079.0,61.0,0.025,
5117051000,29530.0,2928.0,26.0,0.03,
5117052000,3433.0,18324.0,11.0,0.03,
5117059000,2875.0,13633.0,46.0,0.04,
5117060000,13192.0,13192.0,17.0,0.02,
5121052000,4375.0,20217.0,33.0,0.03,
5121054000,5517.0,20217.0,21.0,0.05,
5121058000,28916.0,20217.0,34.0,0.01,
5123051000,6665.0,8308.0,31.0,0.07,
5172025000,32605.0,21962.0,41.0,0.03,강원특별자치도 홍천군 홍천읍
5173025000,20311.0,16196.0,17.0,0.03,강원특별자치도 횡성군 횡성읍
5173033000,6063.0,2125.0,35.0,0.03,강원특별자치도 횡성군 둔내면
5175025000,19506.0,9716.0,20.0,0.03,강원특별자치도 영월군 영월읍
5176025000,8023.0,4109.0,6.0,0.03,강원특별자치도 평창군 평창읍
5176034000,5460.0,5790.0,67.0,0.04,강원특별자치도 평창군 봉평면
5176038000,5508.0,1897.0,65.0,0.04,강원특별자치도 평창군 대관령면
5178025900,13641.0,9085.0,29.0,0.03,강원특별자치도 철원군 동송읍
5178031000,5210.0,3217.0,17.0,0.03,강원특별자치도 철원군 서면
5180025000,13095.0,3513.0,35.0,0.03,강원특별자치도 양구군 양구읍
5181033000,4849.0,32771.0,15.0,0.03,강원특별자치도 인제군 기린면
5181034000,2587.0,4111.0,6.0,0.02,강원특별자치도 인제군 서화면
5182033000,9709.0,20790.0,72.0,0.03,강원특별자치도 고성군 토성면
5183031000,2477.0,2120.0,24.0,0.04,강원특별자치도 양양군 서면
5183032000,2203.0,12807.0,46.0,0.04,강원특별자치도 양양군 손양면
5183033000,2558.0,8786.0,42.0,0.04,강원특별자치도 양양군 현북면
5211153000,3745.0,22387.0,39.0,0.13,
5211160500,10805.0,22387.0,17.0,0.04,
5211165000,6447.0,22387.0,4.0,0.02,
5211167100,13364.5,35443.0,18.0,0.015,
5211167200,18923.0,35443.0,0.0,0.03,
5211168000,39132.0,35443.0,2.0,0.02,
5211169200,43311.0,18273.0,0.0,0.01,
5211170100,11719.0,31491.0,0.0,0.01,
5211170300,21476.0,35443.0,0.0,0.03,
5211171200,14006.0,35443.0,0.0,0.02,
5211171300,14006.0,35443.0,0.0,0.02,
5211352500,12766.0,29756.0,17.0,0.03,
5211354000,17425.0,24702.0,5.0,0.01,
5211355000,10679.0,29756.0,0.0,0.03,
5211356000,30380.0,24702.0,0.0,0.02,
5211357000,25042.0,29756.0,27.0,0.02,
5211360000,7598.0,41173.71428571428,0.0,0.06,
5211361200,14089.0,24702.0,77.0,0.04,
5211366500,22622.0,44075.666666666664,2.6666666666666665,0.02666666666666667,
5211367000,36280.0,49737.0,0.0,0.02,
5213033000,3701.0,19111.0,9.0,0.03,전북특별자치도 군산시 임피면
5213034000,2480.0,5587.0,0.0,0.06,전북특별자치도 군산시 서수면
5213036000,2609.0,28839.0,0.0,0.04,전북특별자치도 군산시 개정면
5213039000,3218.0,2808.0,6.0,0.03,전북특별자치도 군산시 옥도면
5213051500,2134.0,16140.0,2.0,0.04,
5213053000,3918.8,16140.0,16.4,0.054000000000000006,
5213056000,4984.0,16140.0,2.0,0.02,
5213064000,11460.0,14715.0,27.0,0.02,
5213065000,27410.0,13290.0,31.0,0.02,
5213066000,7432.0,28839.0,13.0,0.02,
5213071000,20898.0,3875.0,43.0,0.04,
5214052000,2864.0,9821.0,30.0,0.10000000000000002,
5214053000,4327.0,9821.0,15.0,0.04,
5214058000,10086.5,9821.0,5.5,0.025,
5214064600,21580.0,36642.0,2.0,0.02,
5214065600,23893.0,4615.0,0.0,0.02,
5214067000,6802.0,30983.5,0.0,0.05,
5214069000,30995.0,36642.0,1.0,0.01,
5218051000,16490.0,19123.0,16.0,0.03,
5218057000,5530.0,19123.0,33.0,0.04,
5218058000,3714.0,4461.0,1.0,0.05,
5219051000,2983.0,5830.0,11.0,0.03,
5219055000,5965.0,1652.0,5.0,0.03,
5221032000,2106.0,15084.0,0.0,0.03,전북특별자치도 김제시 죽산면
5221051000,10750.0,19316.0,22.0,0.05,
5271025300,25931.0,10492.0,14.0,0.02,전북특별자치도 완주군 봉동읍
5271032000,4721.0,22387.0,10.0,0.02,전북특별자치도 완주군 상관면
5271033000,14554.0,49737.0,13.0,0.03,전북특별자치도 완주군 이서면
5272037000,1665.0,10458.0,0.0,0.04,전북특별자치도 진안군 마령면
5275025000,7023.0,1619.0,3.0,0.04,전북특별자치도 임실군 임실읍
5275034000,1412.0,2711.0,1.0,0.04,전북특별자치도 임실군 성수면
5279032000,2337.0,4828.0,5.0,0.04,전북특별자치도 고창군 아산면
5280033000,2069.0,8390.0,2.0,0.06,전북특별자치도 부안군 행안면
5280036000,4080.0,6301.0,82.0,0.04,전북특별자치도 부안군 변산면
