대분류,지번주소 (읍/면/동),관할주소,인구[명],교통량(AADT),숙박업소(관광지수),상권밀집도(비율)
숙박시설,경남 거제시 장승포동 198,경남 거제시 장승포동,"6,120",12376,79,0.02
숙박시설,경남 진주시 칠암동 528-24(천전동),경남 진주시 천전동,"28,921",77777,73.5,0.02
숙박시설,경남 양산시 동면 석산리 1456-7,경남 양산시 동면,"44,260",28715,77.8,0.02
숙박시설,울산 울주군 서생면 나사리 129,울산 울주군 서생면,"8,170",14441,77.2,0.03
숙박시설,울산 남구 달동 1359-4,울산 남구 달동,"26,067",20222,78.5,0.03
숙박시설,울산 북구 산하동 1022-12(강동동),울산 북구 강동동,"16,117",30691,70.1,0.02
숙박시설,울산 남구 무거동 1524-5,울산 남구 무거동,"34,796",44727,78.5,0.02
숙박시설,울산 울주군 삼남읍 신화리 1603-6,울산 울주군 삼남읍,"22,317",37743,77.2,0.02
숙박시설,대구 달서구 이곡동 1200-3(이곡2동),대구 달서구 이곡2동,"15,764",66579,79,0.04
숙박시설,대구 남구 대명동 3048-35(대명4동),대구 남구 대명4동,"10,277",66579,67.7,0.03
숙박시설,대구 수성구 두산동 199-1,대구 수성구 두산동,"14,230",63177,78.3,0.03
숙박시설,대구 동구 상매동 505-9(안심2동),대구 동구 안심2동,"13,270",34434,83.5,0.02
숙박시설,대구 북구 산격동 1682(산격2동),대구 북구 산격2동,"10,219",135921,77.4,0.09
숙박시설,부산 해운대구 우동 762-47(우1동),부산 해운대구 우1동,"21,937",48622,99.6,0.03
숙박시설,부산 남구 대연동 1752-17(대연1동),부산 남구 대연1동,"17,570",134118,72.5,0.02
숙박시설,부산 부산진구 부전동 519-27(부전2동),부산 부산진구 부전2동,"11,148",134118,83.9,0.1
숙박시설,부산 중구 대청동2가 30-17,부산 중구 대청동2가,"5,715",134118,73.6,0.03
숙박시설,부산 사상구 삼락동 353-2,부산 사상구 삼락동,"5,611",74557,70.4,0.08
숙박시설,전북 전주시 완산구 중화산동2가 661-8(중화산1동),전북 전주시 완산구 중화산1동,"13,965",35443,78.6,0.02
숙박시설,전북 전주시 덕진구 송천동2가 1333-7(송천1동),전북 전주시 덕진구 송천1동,"63,864",29756,75.8,0.01
숙박시설,전북 부안군 행안면 역리 산156-2,전북 부안군 행안면,"2,069",8390,68.5,0.06
숙박시설,전북 군산시 대명동 387-9(중앙동),전북 군산시 중앙동,"3,990",28839,77.3,0.05
숙박시설,전북 익산시 송학동 3-10,전북 익산시 송학동,"8,695",7118,74.2,0.01
숙박시설,전남 해남군 해남읍 해리 288-12,전남 해남군 해남읍,"22,960",19589,67.2,0.03
숙박시설,전남 강진군 군동면 삼신리 898-9,전남 강진군 군동면,"4,232",9031,65.1,0.02
숙박시설,전남 여수시 국동 37-28,전남 여수시 국동,"10,696",14076,84.9,0.02
숙박시설,전남 순천시 풍덕동 290-12,전남 순천시 풍덕동,"6,842",3801,76.4,0.04
숙박시설,전남 나주시 빛가람동 336-1,전남 나주시 빛가람동,"38,238",57752,68.8,0.02
숙박시설,광주 남구 백운동 635-32(백운2동),광주 남구 백운2동,"6,852",97671,67.6,0.02
숙박시설,광주 동구 불로동 24(서남동),광주 동구 서남동,"6,537",97671,70.1,0.05
숙박시설,광주 서구 치평동 1231-9,광주 서구 치평동,"29,447",101257,78.6,0.04
숙박시설,광주 광산구 송정동 840-31(송정2동),광주 광산구 송정2동,"6,228",47995,79.9,0.05
숙박시설,광주 북구 오치동 856-20(오치2동),광주 북구 오치2동,"11,601",134317,78.3,0.02
숙박시설,제주 제주시 애월읍 하귀2리 2810-1,제주 제주시 애월읍,"37,245",25865,134.2,0.03
숙박시설,제주 제주시 조천읍 함덕리 1252-10,제주 제주시 조천읍,"24,995",19080,134.2,0.03
숙박시설,제주 서귀포시 중문동 2050-1,제주 서귀포시 중문동,"12,280",19840,114,0.02
숙박시설,제주 서귀포시 표선면 표선리 634-8,제주 서귀포시 표선면,"12,172",2994,114,0.03
숙박시설,제주 서귀포시 성산읍 고성리 298-41,제주 서귀포시 성산읍,"15,530",7967,114,0.03
가설건축,강원도 원주시 개운동 451-1,강원도 원주시 개운동,"12,041",17545,80.1,0.02
가설건축,강원도 원주시 단구동 1486-1,강원도 원주시 단구동,"42,402",17545,80.1,0.02
가설건축,강원도 원주시 무실동 1721-2,강원도 원주시 무실동,"34,464",47596,80.1,0.02
가설건축,강원도 강릉시 송정동 549,강원도 강릉시 송정동,"9,570",8976,91,0.02
가설건축,강원도 춘천시 동내면 거두리 538,강원도 춘천시 동내면,"16,439",26024,81,0.03
가설건축,경기도 용인시 처인구 역북동 553-12번지,경기도 용인시 처인구 역북동,"35,586",68277,85,0.02
가설건축,경기도 남양주시 별내동 816-1,경기도 남양주시 별내동,"77,318",138269,88.6,0.02
가설건축,경기도 의정부시 민락동 883번지(송산3동),경기도 의정부시 송산3동),"44,840",78719,75.3,0.02
가설건축,경기도 고양시 덕양구 덕은동 425-35번지(대덕동),경기도 고양시 덕양구 대덕동),"15,617",196415,83.2,0.02
가설건축,경기도 수원시 권선구 서부로 1670 (서둔동),경기도 수원시 권선구 서둔동),"38,146",45241,75.3,0.02
가설건축,서울특별시 용산구 한남동 유엔빌리지길 1 3층–4층,서울특별시 용산구 한남동,"18,625",25582,100.3,0.04
가설건축,서울특별시 용산구 한남동 88-4번지,서울특별시 용산구 한남동,"18,625",25582,100.3,0.04
가설건축,서울 노원구 월계동 85(월계3동),서울 노원구 월계3동,"27,931",35408,78.1,0.01
가설건축,서울 강남구 대치동 995-8(대치2동),서울 강남구 대치2동),"35,686",239718,140.8,0.03
가설건축,서울특별시 동대문구 용두동 36-2 1층(용신동),서울특별시 동대문구 용신동),"39,131",25582,78.7,0.04
가설건축,인천광역시 미추홀구 학익동 587-84(학익1동),인천광역시 미추홀구 학익1동),"31,035",60971,75.8,0.01
가설건축,인천 남동구 구월동 1133-15(구월3동),인천 남동구 구월3동),"29,993",145280,80.3,0.04
가설건축,인천 미추홀구 용현동 627-80(용현5동),인천 미추홀구 용현5동),"45,884",60971,75.8,0.01
가설건축,인천광역시 부평구 부평동 760-153번지(부평2동),인천광역시 부평구 부평2동,"16,254",266708,77.3,0.01
가설건축,인천광역시 서구 경서동 956-9번지(검암경서동),인천광역시 서구 검암경서동),"53,521",78077,82.9,0.02
가설건축,세종 연기면 보통리 319-1,세종 연기면,"2,987",25888,77,0.03
가설건축,세종 대평동 270-10,세종 대평동,"10,822",64466,77,0.02
가설건축,충남 아산시 배방읍 장재리 1628,충남 아산시 배방읍,"86,956",71113,81.8,0.01
가설건축,충청남도 아산시 배방읍 장재리 1714,충청남도 아산시 배방읍,"86,956",71113,81.8,0.01
가설건축,충청남도 서산시 예천동 23-20(석남동),충청남도 서산시 석남동),"34,694",15400,72.4,0.02
가설건축,충청북도 청주시 서원구 장성동 204번지(분평동),충청북도 청주시 서원구 분평동),"28,816",28239,72.2,0.02
가설건축,충청북도 청주시 서원구 장성동 183-2번지(분평동),충청북도 청주시 서원구 분평동),"28,816",28239,72.2,0.02
가설건축,충청북도 청주시 흥덕구 가경동 1017번지 일원,충청북도 청주시 흥덕구 가경동,"54,189",70487,78.9,0.02
가설건축,충청북도 청주시 서원구 분평동 534번지,충청북도 청주시 서원구 분평동,"28,816",22985,72.2,0.02
가설건축,충청북도 음성군 맹동면 두성리 1124번지,충청북도 음성군 맹동면,"13,860",4184,70.7,0.03
가설건축,대전광역시 유성구 원신흥동 576-4번지,대전광역시 유성구 원신흥동,"27,735",64700,85.5,0.01
가설건축,대전광역시 중구 선화동 95-3번지(은행선화동),대전광역시 중구 은행선화동),"13,975",98950,76,0.06
가설건축,대전광역시 중구 용두동 112-7번지,대전광역시 중구 용두동,"9,065",98950,76,0.02
가설건축,대전광역시 동구 성남동 1-97번지,대전광역시 동구 성남동,"10,895",98950,78.3,0.02
가설건축,대전광역시 동구 가양동 452-1번지 일원(가양1동),대전광역시 동구 가양1동),"13,192",98950,78.3,0.02
가설건축,경북 포항시 북구 죽도동 618-11,경북 포항시 북구 죽도동,"19,406",21053,76.3,0.05
가설건축,경북 김천시 신음동 1054-8(대신동),경북 김천시 대신동),"26,548",41508,69,0.02
가설건축,경북 안동시 풍천면 갈전리 329-3,경북 안동시 풍천면,"6,897",1452,72.3,0.03
가설건축,경북 경산시 중산동 628-83(서부2동),경북 경산시 서부2동),"34,518",63177,72.7,0.01
가설건축,경북 경주시 용강동 800-19,경북 경주시 용강동,"25,201",25475,95.4,0.01
가설건축,경상남도 김해시 진례면 시례리 214번지 일원,경상남도 김해시 진례면,"8,067",89698,82.3,0.08
가설건축,경상남도 창원시 진해구 자은동 723번지 일원,경상남도 창원시 진해구 자은동,"20,263",30752,70,0.01
가설건축,경상남도 김해시 대청동 71-3번지(장유2동),경상남도 김해시 장유2동),"36,952",65997,82.3,0.02
가설건축,경상남도 창원시 성산구 안민동 614-2번지 일원(성주동),경상남도 창원시 성산구 성주동),"25,103",36957,71.8,0.02
가설건축,경상남도 김해시 대청동 303-3번지(장유2동),경상남도 김해시 장유2동),"36,952",65997,82.3,0.02
가설건축,울산 중구 우정동 522-1,울산 중구 우정동,"16,892",24520,68.3,0.01
가설건축,울산광역시 남구 신정동 1136-3번지 외 15필지(신정1동),울산광역시 남구 신정1동),"17,815",20222,78.5,0.02
가설건축,울산광역시 중구 학성동 397-1번지 일원,울산광역시 중구 학성동,"10,635",24520,68.3,0.03
가설건축,울산광역시 남구 야음동 363-2번지 일원(야음장생포동),울산광역시 남구 야음장생포동),"8,939",23213,78.5,0.05
가설건축,울산 울주군 언양읍 동부리 84-5,울산 울주군 언양읍,"31,333",53247,77.2,0.02
가설건축,대구 수성구 만촌2동 1036-26,대구 수성구 만촌2동,"10,182",63177,78.3,0.02
가설건축,대구광역시 중구 공평동 58-1번지 일원(성내1동),대구광역시 중구 성내1동),"4,752",135921,76.4,0.22
가설건축,대구 달서구 상인동 1332-100(상인2동),대구 달서구 상인2동),"18,225",111796,79,0.02
가설건축,대구 달서구 월성동 1874,대구 달서구 감삼동,"28,856",66579,79,0.02
가설건축,대구광역시 달서구 두류동 138-2번지(두류1·2동),대구광역시 달서구 두류1·2동),"15,023",66579,79,0.02
가설건축,부산광역시 해운대구 재송동 856-6번지 일원(재송1동),부산광역시 해운대구 재송1동),"35,710",48622,99.6,0.03
가설건축,부산광역시 남구 우암동 198-3번지 일원,부산광역시 남구 우암동,"11,943",134118,72.5,0.01
가설건축,부산광역시 남구 대연동 455-25번지(대연3동),부산광역시 남구 대연3동),"38,962",48622,72.5,0.02
가설건축,부산 기장군 장안읍 좌동리 252,부산 기장군 장안읍,"9,024",32370,83,0.05
가설건축,부산광역시 수영구 광안동 1239-21(광안4동),부산광역시 수영구 광안4동),"13,254",48622,79,0.02
가설건축,전라북도 군산시 미장동 535번지(미성동),전라북도 군산시 미성동),"10,806",13290,77.3,0.04
가설건축,전라북도 전주시 덕진구 인후동2가 1560번지(인후2동),전라북도 전주시 덕진구 인후2동),"10,679",27659,75.8,0.03
가설건축,전라북도 익산시 송학동 245-25번지,전라북도 익산시 송학동,"8,695",7118,74.2,0.01
가설건축,전라북도 완주군 삼례읍 수계리 322-2번지,전라북도 완주군 삼례읍,"22,353",34673,70.4,0.02
가설건축,전라북도 전주시 덕진구 우아동3가 747-81번지 일원(우아1동),전라북도 전주시 덕진구 우아1동),"12,091",27659,75.8,0.03
가설건축,전라남도 순천시 가곡동 359-3번지(삼산동),전라남도 순천시 삼산동),"28,506",31469,76.4,0.02
가설건축,전라남도 광양시 마동 1344번지(중마동),전라남도 광양시 중마동),"56,681",11124,69.3,0.02
가설건축,전라남도 화순군 화순읍 삼천리 703번지 일원,전라남도 화순군 화순읍,"38,380",14142,66.5,0.02
가설건축,전라남도 순천시 덕암동 45번지 일원(덕연동),전라남도 순천시 덕연동),"39,932",3801,76.4,0.03
가설건축,전라남도 목포시 상동 1123번지 2층,전라남도 목포시 상동,"21,500",9845,76.9,0.01
가설건축,광주광역시 남구 월산동 141-4,광주광역시 남구 월산동,"8,388",97671,67.6,0.02
가설건축,광주 북구 중흥동 323-5,광주 북구 중흥동,"15,147",97671,78.3,0.02
가설건축,광주광역시 서구 치평동 1163-1,광주광역시 서구 치평동,"29,447",101257,78.6,0.04
가설건축,광주광역시 북구 매곡동 산131-1번지 일원,광주광역시 북구 매곡동,"13,254",134317,78.3,0.02
가설건축,광주광역시 서구 화정동 744-13번지(화정1동),광주광역시 서구 화정1동),"15,641",134317,78.6,0.02
가설건축,제주시 오라2동 1585-1,제주시 오라2동,"15,735",14084,134.2,0.03
가설건축,제주시 화북2동 5563 일원,제주시 화북2동,"23,355",35338,134.2,0.02
가설건축,제주시 도남동 205번지(이도2동),제주시 이도2동,"48,436",14084,134.2,0.03
가설건축,제주특별자치도 제주시 건입동 167번지,제주특별자치도 제주시 건입동,"9,010",33186,134.2,0.02
가설건축,제주시 연동 276-1,제주시 연동,"43,976",54135,134.2,0.03
기타,강원특별자치도 강릉시 강문동 182(초당동),강원특별자치도 강릉시 초당동),"4,433",23079,91,0.03
기타,강원 춘천시 후평동 67-7(후평3동),강원 춘천시 후평3동),"19,331",26024,81,0.01
기타,강원특별자치도 원주시 흥업면 흥업리 584-1,강원특별자치도 원주시 흥업면,"15,011",23372,80.1,0.02
기타,강원특별자치도 영월군 영월읍 영흥리 924-4,강원특별자치도 영월군 영월읍,"19,506",3392,66.7,0.03
기타,강원특별자치도 동해시 천곡동 1070,강원특별자치도 동해시 천곡동,"29,530",15240,69.1,0.03
기타,경기 김포시 고촌읍 신곡리 532-87,경기 김포시 고촌읍,"46,560",207458,83.8,0.02
기타,경기도 광명시 철산동 63(철산 1동),경기도 광명시 철산 1동),"10,263",113301,75.1,0.01
기타,경기도 여주시 창동 138-7(중앙동),경기도 여주시 중앙동),"24,782",14346,76,0.02
기타,경기도 오산시 원동 812-5(대원1동),경기도 오산시 대원1동),"47,912",204646,71.3,0.02
기타,경기도 안양시 만안구 안양동 842-2(안양2동),경기도 안양시 만안구 안양2동),"23,710",64576,69.3,0.02
기타,서울특별시 동대문구 신설동 114-29(용신동),서울특별시 동대문구 용신동),"39,131",25582,78.7,0.04
기타,서울특별시 서초구 서초동 1673-6(서초1동),서울특별시 서초구 서초1동),"19,722",203917,113,0.05
기타,서울특별시 양천구 신정동 321-4(신정6동),서울특별시 양천구 신정6동),"22,574",190133,73.2,0.01
기타,서울특별시 중구 서소문동 57-9(소공동),서울특별시 중구 소공동),"2,717",196415,134.3,0.35
기타,"서울특별시 노원구 월계동 60-1, 65-1(월계1동)",서울특별시 노원구 월계1동),"22,158",67898,78.1,0.01
기타,인천광역시 중구 전동 2-5(동인천동),인천광역시 중구 동인천동),"5,683",78848,110.5,0.05
기타,인천광역시 중구 도원동 5-7,인천광역시 중구 도원동,"3,645",60971,110.5,0.02
기타,인천광역시 중구 송학동3가 3-1(신포동),인천광역시 중구 신포동),"4,944",60971,110.5,0.08
기타,인천광역시 남동구 간석3동 37-661,인천광역시 남동구 간석3동,"26,606",259193,80.3,0.02
기타,인천 부평구 부개동 206-1(부개2동),인천 부평구 부개2동),"19,278",266708,77.3,0.01
기타,충남 천안시 동남구 신부동 628(신안동),충남 천안시 동남구 신안동),"49,621",163427,79.6,0.02
기타,충남 공주시 정안면 광정리 270-9,충남 공주시 정안면,"4,883",3404,74.6,0.03
기타,충남 예산군 예산읍 예산리 604-6,충남 예산군 예산읍,"31,738",9043,70.1,0.03
기타,세종특별자치시 보람동 748,세종특별자치시 보람동,"18,295",64466,77,0.02
기타,세종특별자치시 금남면 신촌리 297-11,세종특별자치시 금남면,"8,481",64466,77,0.03
기타,충청북도 충주시 금릉동730(칠금.금릉동),충청북도 충주시 칠금.금릉동),"13,824",2838,79.3,0.05
기타,충청북도 청주시 상당구 산성동 180,충청북도 청주시 상당구 산성동,"12,665",9722,72.4,0.02
기타,충청북도 음성군 음성읍 읍내리 308-27,충청북도 음성군 음성읍,"16,976",2842,70.7,0.02
기타,충북 제천시 중앙로2가 160(중앙동),충북 제천시 중앙동),"5,353",14090,72.1,0.1
기타,충청북도 괴산군 괴산읍 동부리672-5,충청북도 괴산군 괴산읍,"10,874",14566,67.5,0.03
기타,대전광역시 중구 대흥동480,대전광역시 중구 대흥동,"13,200",51477,76,0.04
기타,대전광역시 대덕구 읍내동247-3(회덕동),대전광역시 대덕구 회덕동),"11,296",98950,70.8,0.03
기타,대전광역시 중구 부사동 150-1,대전광역시 중구 부사동,"6,277",51477,76,0.04
기타,대전 서구 가장동 27-1,대전 서구 가장동,"10,789",44361,82.1,0.01
기타,대전광역시 대덕구 비래동412-2,대전광역시 대덕구 비래동,"15,278",98950,70.8,0.02
기타,경상북도 영천시 금호읍 교대리 185-1,경상북도 영천시 금호읍,"10,451",32771,67.8,0.02
기타,경북 경주시 노동동 12-1(황오동),경북 경주시 황오동),"5,937",25475,95.4,0.06
기타,경상북도 포항시 북구 동빈2가 148-4(중앙동),경상북도 포항시 북구 중앙동),"14,581",21053,76.3,0.05
기타,경북 구미시 원평동 964-451,경북 구미시 원평동,"5,702",81863,74.7,0.11
기타,경상북도 영주시 풍기읍 동부리 493-21(영남타운 인근),경상북도 영주시 풍기읍,"11,551",13454,67,0.03
기타,경상남도 고성군 고성읍 기월리 653-7,경상남도 고성군 고성읍,"22,925",4410,66.9,0.03
기타,경상남도 창원시 마산회원구 석전동 248-20,경상남도 창원시 마산회원구 석전동,"16,024",58678,67.4,0.02
기타,경상남도 양산시 삼호동 471(서창동),경상남도 양산시 서창동,"29,045",15330,77.8,0.02
기타,경상남도 하동군 하동읍 읍내리 1261-4,경상남도 하동군 하동읍,"8,868",2191,66.8,0.04
기타,경상남도 산청군 산청읍 옥산리 465-3,경상남도 산청군 산청읍,"6,608",2237,66.4,0.03
기타,울산광역시 남구 삼산동 1477-6,울산광역시 남구 삼산동,"47,809",20222,78.5,0.05
기타,울산광역시 동구 전하동 451-3(전하1동),울산광역시 동구 전하1동),"15,187",30691,66.8,0.01
기타,울산광역시 동구 전하동 290-58(전하1동),울산광역시 동구 전하1동),"15,187",30691,66.8,0.01
기타,울산광역시 북구 연암동 1004-1(효문동),울산광역시 북구 효문동),"29,237",30691,70.1,0.04
기타,울산광역시 동구 서부동 248-42(남목2동),울산광역시 동구 남목2동),"26,103",30691,66.8,0.01
기타,대구 중구 동인동2가 42,대구 중구 동인동2가,"8,302",135921,76.4,0.05
기타,대구 중구 포정동 21(성내2동),대구 중구 성내2동),"4,931",135921,76.4,0.18
기타,대구광역시 동구 지저동 694-51,대구광역시 동구 지저동,"13,292",27690,83.5,0.02
기타,대구광역시 동구 신기동 174(안심1동),대구광역시 동구 안심1동),"38,931",86465,83.5,0.02
기타,대구광역시 달서구 호림동 22-1(신당동),대구광역시 달서구 신당동),"40,157",12185,79,0.03
기타,부산광역시 금정구 노포동 133(청룡노포동),부산광역시 금정구 청룡노포동),"9,222",65379,70.2,0.02
기타,부산광역시 해운대구 좌동 1461-2(좌1동),부산광역시 해운대구 좌1동),"16,766",48622,99.6,0.03
기타,부산광역시 금정구 구서동 248-25(구서2동),부산광역시 금정구 구서2동),"30,692",70579,70.2,0.01
기타,부산 사하구 당리동 317-100,부산 사하구 당리동,"23,905",134118,70.6,0.02
기타,부산 수영구 남천동 148-15(남천2동),부산 수영구 남천2동),"12,725",48622,79,0.02
기타,전라북도 익산시 남중동 60,전라북도 익산시 남중동,"10,519",9821,74.2,0.03
기타,전라북도 전주시 덕진구 진북동 434-34,전라북도 전주시 덕진구 진북동,"12,766",27659,75.8,0.03
기타,전북 남원시 금동 406-22,전북 남원시 금동,"5,965",4590,67.8,0.03
기타,전북 전주시 완산구 중화산동2가 486-2(중화산2동),전북 전주시 완산구 중화산2동),"18,923",35443,78.6,0.03
기타,전북 군산시 조촌동868-2,전북 군산시 조촌동,"27,410",13290,77.3,0.02
기타,전라남도 목포시 호남동 9-1(목원동),전라남도 목포시 목원동),"6,544",16601,76.9,0.05
기타,전라남도 목포시 용당동 993-2(용당2동),전라남도 목포시 용당2동),"4,665",9845,76.9,0.03
기타,전라남도 여수시 덕충동 2036번지(만덕동),전라남도 여수시 만덕동),"9,910",14076,84.9,0.02
기타,전남 순천시 동외동 152-2(향동),전남 순천시 향동),"3,083",31469,76.4,0.03
기타,전라남도 광양시 진월면 선소리 812-68,전라남도 광양시 진월면,"2,443",6139,69.3,0.03
기타,광주광역시 서구 치평동1308-1,광주광역시 서구 치평동,"29,447",101257,78.6,0.04
기타,광주광역시 서구 금호동764(금호1동),광주광역시 서구 금호1동),"19,377",134317,78.6,0.02
기타,광주광역시 북구 삼각동781-3,광주광역시 북구 삼각동,"13,497",134317,78.3,0.01
기타,광주광역시 광산구 송정동1005-1(송정2동),광주광역시 광산구 송정2동),"6,228",47995,79.9,0.05
기타,광주광역시 광산구 우산동1601-6,광주광역시 광산구 우산동,"30,668",101257,79.9,0.02
기타,제주특별자치도 제주시 일도1동1103,제주특별자치도 제주시 일도1동,"2,177",33186,134.2,0.13
기타,제주특별자치도 제주시 연동272-31,제주특별자치도 제주시 연동,"43,976",54135,134.2,0.03
기타,제주특별자치도 제주시 삼도2동1222-2,제주특별자치도 제주시 삼도2동,"8,111",33186,134.2,0.03
기타,제주특별자치도 제주시 일도1동1491-1,제주특별자치도 제주시 일도1동,"2,177",33186,134.2,0.13
기타,제주특별자치도 제주시 노형동 3793-1,제주특별자치도 제주시 노형동,"57,043",54135,134.2,0.03