대분류,지번주소 (읍/면/동),관할주소,인구[명],교통량(AADT),숙박업소(관광지수),상권밀집도(비율),위도,경도
판매시설,경상남도 김해시 삼계동 1244-1,경상남도 김해시 북부동,82345,,20,0.01,35.270466,128.856825
판매시설,경상남도 김해시 한림면 신천리 260-31,경상남도 김해시 한림면,9229,,7,0.09,35.277004,128.839199
판매시설,대구광역시 서구 평리동 1527-18,대구광역시 서구 평리5동,3530,,1,0.03,35.870158,128.551816
판매시설,대구광역시 달서구 두류동 100-1,대구광역시 달서구 두류1·2동,15023,,7,0.02,35.859401,128.564145
판매시설,대구광역시 북구 칠성동2가 346-9,대구광역시 북구 칠성동,22063,,9,0.03,35.879966,128.595252
판매시설,대구광역시 달서구 송현동 141-2,대구광역시 달서구 송현2동,16644,,2,0.02,35.833347,128.553581
판매시설,대구광역시 수성구 두산동 173-3,대구광역시 수성구 두산동,14230,,16,0.03,35.829994,128.617093
판매시설,울산광역시 북구 명촌16길 9,울산광역시 북구 효문동,29237,,9,0.04,35.556049,129.353519
판매시설,울산광역시 울주군 청량읍 상남리 574-5,울산광역시 울주군 청량읍,18102,,2,0.03,35.491202,129.30553
판매시설,울산광역시 남구 삼산동 1623-5,울산광역시 남구 삼산동,47809,,97,0.05,35.539578,129.345037
판매시설,울산광역시 남구 삼산동 224-13,울산광역시 남구 삼산동,47809,,97,0.05,35.540157,129.346534
판매시설,울산광역시 중구 태화동 942-13,울산광역시 중구 다운동,21362,,,0.02,35.555243,129.27639
판매시설,부산광역시 해운대구광역시 송정동 117-5,부산광역시 해운대구광역시 송정동,9104,,,0.03,35.188093,129.204158
판매시설,부산광역시 강서구 명지동 3598-5,부산광역시 강서구 명지1동,53576,,16,0.02,35.09353,128.906669
판매시설,부산광역시 해운대구광역시 반송동 296-3,부산광역시 해운대구광역시 반송2동,21072,,,0.01,35.230568,129.148089
판매시설,부산광역시 동구 좌천동 242-1,부산광역시 동구 좌천동,11237,,1,0.01,35.134014,129.054515
판매시설,부산광역시 수영구 망미동 205-4,부산광역시 수영구 망미2동,9836,,,0.02,35.176762,129.117487
판매시설,전북특별자치도 전주시 덕진구 전미동2가 69-9,전북특별자치도 전주시 덕진구 송천2동,24615,,,0.02,35.889796,127.105293
판매시설,전북특별자치도 김제시 용지면 부교리 581-6,전북특별자치도 김제시 용지면,3341,,,0.06,35.816592,126.966728
판매시설,전북특별자치도 익산시 왕궁면 도순리 100-61,전북특별자치도 익산시 왕궁면,4362,,2,0.04,35.99805,127.074111
판매시설,전북특별자치도 김제시 백구면 영상리 331-8,전북특별자치도 김제시 백구면,3696,,,0.03,35.87634,126.998687
판매시설,전북특별자치도 전주시 덕진구 금암동 766-1,전북특별자치도 전주시 덕진구 금암1동,11660,,,0.03,35.834376,127.13117
판매시설,전라남도 담양군 담양읍 담빛리 689,전라남도 담양군 담양읍 ,14787,,57,0.04,35.310764,126.952002
판매시설,전라남도 순천시 해룡면 상삼리 426,전라남도 순천시 해룡면,54264,,13,0.02,34.947242,127.534085
판매시설,전라남도 목포시 산정동 1725,전라남도 목포시 원산동,12144,,,0.02,34.810773,126.377396
판매시설,전라남도 무안군 무안읍 성남리 813-35,전라남도 무안군 무안읍,12109,,10,0.03,34.98669,126.473683
판매시설,전라남도 여수시 여서동 916,전라남도 여수시 여서동,16313,,8,0.02,34.748748,127.706288
판매시설,광주광역시 서구 화정동 1282,광주광역시 서구 화정2동 ,19597,,,0.01,35.142287,126.884335
판매시설,광주광역시 광산구 운남동 521-3,광주광역시 광산구 운남동 ,30070,,,0.01,35.173181,126.823029
판매시설,광주광역시 동구 계림동 522-2,광주광역시 동구 계림2동,13315,,,0.01,35.159897,126.925619
판매시설,광주광역시 광산구 신창동 1074-3,광주광역시 광산구 신창동,34526,,,0.02,35.192263,126.850312
판매시설,광주광역시 서구 동천동 79,광주광역시 서구 동천동 ,15219,,,0.02,35.173757,126.851213
판매시설,제주특별자치도 제주시 오라이동 1214-3,제주특별자치도 제주시 오라동 ,15735,,17,0.03,33.492201,126.513269
판매시설,제주특별자치도 서귀포시 동홍동 498-3,제주특별자치도 서귀포시 동홍동,22890,,2,0.02,33.255247,126.574094
판매시설,제주특별자치도 제주시 화북이동 952,제주특별자치도 제주시 화북동 ,23355,,1,0.02,33.514788,126.572482
판매시설,제주특별자치도 제주시 연동 310-44,제주특별자치도 제주시 연동,43976,,133,0.03,33.49328,126.498648
판매시설,제주특별자치도 제주시 오라일동 1044-1,제주특별자치도 제주시 오라동,15735,,17,0.03,33.491983,126.519244
공장,서울특별시 강남구 세곡동 19-1,서울특별시 강남구 세곡동 ,44025,,,0.01,37.465941,127.119175
공장,서울특별시 금천구 시흥동 962-6,서울특별시 금천구 시흥3동 ,10303,,,0.07,37.43783,126.903799
공장,서울특별시 영등포구 문래동1가 54-4,서울특별시 영등포구 문래동,31446,,4,0.05,37.512288,126.895452
공장,서울특별시 성동구 성수동2가 275-97,서울특별시 성동구 성수2가3동 ,10141,,3,0.16,37.540615,127.062464
공장,서울특별시 성동구 성수동1가 72-83,서울특별시 성동구 성수1가1동,15084,,3,0.04,37.541824,127.048834
공장,경기도 김포시 고촌읍 전호리 599-13,경기도 김포시 고촌읍,46560,,5,0.02,37.58581,126.778546
공장,경기도 안산시 단원구 성곡동 637-9,경기도 안산시 단원구 초지동 ,52046,,,0.05,37.316056,126.757357
공장,경기도 이천시 마장면 장암리 587-9,경기도 이천시 마장면 ,16943,,13,0.03,37.271374,127.387839
공장,경기도 남양주시 화도읍 차산리 308,경기도 남양주시 화도읍,112105,,22,0.02,37.621891,127.304044
공장,경기도 안산시 단원구 성곡동 629,경기도 안산시 단원구 초지동 ,52046,,,0.05,37.311725,126.758248
공장,인천광역시 서구 경서동 684-2,인천광역시 서구 검암경서동 ,53521,,2,0.02,37.552742,126.636343
공장,인천광역시 서구 당하동 957-16,인천광역시 서구 당하동,27835,,,0.01,37.590404,126.666296
공장,인천광역시 남동구 고잔동 741-4,인천광역시 남동구 논현고잔동,44096,,,0.04,37.387627,126.708302
공장,인천광역시 남동구 남촌동 630,인천광역시 남동구 남촌도림동,21029,,,0.03,37.413079,126.709597
공장,인천광역시 남동구 고잔동 691-11,인천광역시 남동구 논현고잔동 ,44096,,,0.04,37.397046,126.686436
공장,강원특별자치도 속초시 대포동 947-2,강원특별자치도 속초시 대포동 ,2995,,63,0.07,38.173274,128.594152
공장,강원특별자치도 원주시 소초면 흥양리 1753,강원특별자치도 원주시 소초면,7989,,12,0.04,37.382267,127.970492
공장,강원특별자치도 원주시 부론면 법천리 1473-11,강원특별자치도 원주시 부론면 ,2152,,1,0.03,37.211707,127.757178
공장,강원특별자치도 동해시 구호동 243-30,강원특별자치도 동해시 북평동 ,13192,,17,0.02,37.474924,129.13979
공장,강원특별자치도 춘천시 동내면 고은리 351-50,강원특별자치도 춘천시 동내면,16439,,,0.03,37.84184,127.775536
공장,충청북도 청주시 서원구 남이면 가마리 256,충청북도 청주시 서원구 남이면 ,9737,,,0.05,36.600274,127.460387
공장,충청북도 청주시 흥덕구 송정동 산74,충청북도 청주시 흥덕구 봉명2·송정동 ,24433,,,0.03,36.641933,127.453565
공장,충청북도 옥천군 옥천읍 구일리 833,충청북도 옥천군 옥천읍 ,27972,,22,0.03,36.297513,127.608135
공장,충청북도 충주시 목행동 22-4,충청북도 충주시 목행·용탄동,6876,,3,0.03,37.003156,127.930667
공장,충청북도 진천군 진천읍 신정리 517-7,충청북도 진천군 진천읍,32486,,25,0.02,36.849948,127.453607
공장,충청남도 아산시 득산동 312-14,충청남도 아산시 온양4동,19312,,2,0.01,36.784079,126.963913
공장,충청남도 당진시 송악읍 광명리 236-1,충청남도 당진시 송악읍 ,31514,,33,0.02,36.89357,126.717541
공장,충청남도 금산군 복수면 용진리 251-1,충청남도 금산군 복수면,3029,,11,0.06,36.181962,127.43829
공장,충청남도 홍성군 홍성읍 옥암리 504-2,충청남도 홍성군 홍성읍 ,37640,,30,0.03,36.587985,126.642503
공장,충청남도 천안시 동남구 대흥로 160,충청남도 천안시 동남구 중앙동,5448,,,0.09,36.802489,127.146486
공장,대전광역시 대덕구 와동 353-1,대전광역시 대덕구 회덕동,11296,,2,0.03,36.403203,127.424304
공장,대전광역시 동구 낭월동 356,대전광역시 동구 산내동 ,19742,,5,0.02,36.282071,127.464794
공장,대전광역시 대덕구 대화동 1-7,대전광역시 대덕구 대화동,6733,,,0.09,36.371692,127.413873
공장,대전광역시 대덕구 대화동 1-23,대전광역시 대덕구 대화동,6733,,,0.09,36.371067,127.416456
공장,대전광역시 동구 대동 288-19,대전광역시 동구 대동,13852,,,0.02,36.329277,127.439909
공장,경상북도 경주시 현곡면 하구리 69,경상북도 경주시 현곡면 ,20913,,,0.01,35.896436,129.161737
공장,경상북도 칠곡군 왜관읍 삼청리 1105,경상북도 칠곡군 왜관읍 ,32613,,18,0.03,35.973721,128.428374
공장,경상북도 경산시 압량읍 내리 406,경상북도 경산시 압량읍 ,21141,,6,0.02,35.84483,128.775295
공장,경상북도 김천시 응명동 1012-5,경상북도 김천시 대신동,26548,,6,0.02,36.157779,128.125575
공장,경상북도 영주시 장수면 반구리 259-3,경상북도 영주시 장수면 ,1989,,,0.04,36.78548,128.593863
공장,경상남도 진주시 대곡면 와룡리 139,경상남도 진주시 대곡면,3131,,3,0.02,35.260494,128.186883
공장,경상남도 김해시 한림면 병동리 644-1,경상남도 김해시 한림면 ,9229,,7,0.09,35.281881,128.790775
공장,경상남도 김해시 안동 260-12,경상남도 김해시 삼안동 ,34297,,11,0.02,35.230727,128.913697
공장,경상남도 양산시 주진동 114-5,경상남도 김해시 삼안동 ,34297,,11,0.02,35.391227,129.158532
공장,경상남도 양산시 소주동 3-11,경상남도 양산시 소주동 ,20641,,,0.02,35.41673,129.155948
공장,대구광역시 동구 용계동 362-1,대구광역시 동구 안심2동,13270,,13,0.02,35.879788,128.685388
공장,대구광역시 달성군 화원읍 성산리 6,대구광역시 달성군 화원읍 ,46320,,2,0.02,35.807155,128.492563
공장,대구광역시 서구 이현동 42-320,대구광역시 서구 상중이동 ,19219,,3,0.06,35.876328,128.541887
공장,대구광역시 북구 침산동 907-2,대구광역시 북구 침산1동,3826,,,0.09,35.903031,128.581064
공장,대구광역시 달성군 논공읍 북리 213-12,대구광역시 달성군 논공읍 ,20525,,14,0.03,35.735573,128.458237
공장,울산광역시 울주군 청량읍 상남리 448-13,울산광역시 울주군 청량읍,18102,,2,0.03,35.488756,129.308956
공장,울산광역시 북구 호계동 276-6,울산광역시 북구 농소1동 ,35741,,5,0.02,35.627337,129.35368
공장,울산광역시 북구 신천동 78-4,울산광역시 북구 농소1동 ,35741,,5,0.02,35.637224,129.355255
공장,울산광역시 북구 진장동 493,울산광역시 북구 효문동,29237,,9,0.04,35.566467,129.355749
공장,울산광역시 남구 여천동 887-18,울산광역시 남구 야음장생포동,8939,,5,0.05,35.515257,129.347239
공장,부산광역시 사상구 학장동 227-11,부산광역시 사상구 학장동 ,27069,,5,0.03,35.14705,128.982266
공장,부산광역시 강서구 화전동 596-6,부산광역시 강서구 녹산동 ,39671,,6,0.05,35.101213,128.880982
공장,부산광역시 사하구 구평동 435-20,부산광역시 사하구 구평동 ,12579,,1,0.03,35.071053,128.984287
공장,부산광역시 영도구 남항동3가 141-125,부산광역시 영도구 남항동,10571,,47,0.06,35.083985,129.038073
공장,부산광역시 사상구 괘법동 577-20,부산광역시 사상구 괘법동,25816,,99,0.05,35.159473,128.97756
공장,전북특별자치도 군산시 해망동 1003-70,전북특별자치도 군산시 해신동 ,2134,,2,0.04,35.98986,126.698812
공장,전북특별자치도 군산시 금암동 1,전북특별자치도 군산시 중앙동 ,3990,,8,0.05,35.988053,126.719709
공장,전북특별자치도 정읍시 연지동 14-104,전북특별자치도 정읍시 연지동 ,5530,,33,0.04,35.578737,126.848236
공장,전북특별자치도 전주시 덕진구 팔복동2가 448-1,전북특별자치도 전주시 덕진구 팔복동,7598,,,0.06,35.854591,127.093164
공장,전북특별자치도 전주시 완산구 삼천동2가 253-1,전북특별자치도 전주시 완산구 삼천3동,21476,,,0.03,35.792809,127.107075
공장,전라남도 목포시 연산동 1286,전라남도 목포시 연산동,10264,,,0.02,34.822646,126.37809
공장,전라남도 광양시 광양읍 초남리 747-5,전라남도 광양시 광양읍 ,46552,,39,0.03,34.933743,127.604931
공장,전라남도 여수시 미평동 573-11,전라남도 여수시 미평동,11646,,3,0.02,34.765714,127.70415
공장,전라남도 광양시 태인동 303-5,전라남도 광양시 태인동 ,1552,,,0.08,34.937042,127.745571
공장,전라남도 여수시 국동 37-207,전라남도 여수시 국동,10696,,11,0.02,34.729531,127.72218
공장,광주광역시 광산구 하남동 509-7,광주광역시 광산구 하남동 ,29835,,4,0.04,35.186064,126.809462
공장,광주광역시 북구 양산동 401-19,광주광역시 북구 양산동,36333,,,0.02,35.200485,126.87921
공장,광주광역시 광산구 옥동 879-12,광주광역시 광산구 평동 ,7242,,,0.07,35.13684,126.762391
공장,광주광역시 광산구 연산동 1253,광주광역시 광산구 평동 ,7242,,,0.07,35.109804,126.751972
공장,광주광역시 광산구 안청동 729-2,광주광역시 광산구 하남동 ,29835,,4,0.04,35.216139,126.805298
공장,제주특별자치도 서귀포시 동홍동 528-5,제주특별자치도 서귀포시 동홍동,22890,,2,0.02,33.25656,126.566876
공장,제주특별자치도 제주시 애월읍 수산리 2057-1,제주특별자치도 제주시 애월읍,37245,,197,0.03,33.469349,126.37844
공장,제주특별자치도 제주시 애월읍 수산리 2126-1,제주특별자치도 제주시 애월읍 ,37245,,197,0.03,33.466778,126.379424
공장,제주특별자치도 제주시 도두일동 2627-4,제주특별자치도 제주시 도두동 ,3262,,9,0.07,33.504815,126.465626
공장,제주특별자치도 제주시 화북일동 2130,제주특별자치도 제주시 화북동 ,23355,,1,0.02,33.514805,126.562247
숙박시설,강원특별자치도 속초시 조양동 1287-9,강원 속초시 조양동,"28,916",18235,,0.01,38.182304,128.600666
숙박시설,강원특별자치도 양양군 현남면 인구리 633-4,강원 양양군 현남면,"2,922",21258,,0.05,37.969525,128.761139
숙박시설,강원특별자치도 강릉시 강문동 308-15(초당동),강원 강릉시 초당동,"4,433",23079,,0.03,37.788185,128.925007
숙박시설,강원특별자치도 평창군 진부면 하진부리 100-23,강원 평창군 진부면,"8,148",34437,,0.03,37.636674,128.558711
숙박시설,강원특별자치도 춘천시 근화동 283-8,강원 춘천시 근화동,"8,191",15928,,0.02,37.873442,127.716698
숙박시설,경기도 여주시 천송동 515(오학동),경기도 여주시 오학동,"17,731",14346,14,0.02,37.301868,127.650731
숙박시설,경기도 양평군 강하면 전수리 553-13,경기도 양평군 강하면,"4,506",40707,35,0.03,37.501915,127.4229
숙박시설,경기도 파주시 야당동 1081-2(운정3동),경기도 파주시 운정3동,"67,061",41069,8,0.02,37.715615,126.761858
숙박시설,경기도 수원시 팔달구 인계동 1022,경기도 수원시 팔달구 인계동,"46,269",30954,,0.04,37.267106,127.028639
숙박시설,경기도 용인시 처인구 김량장동 336-12(중앙동),경기도 용인시 처인구 중앙동,"28,600",71471,,0.03,','
숙박시설,서울특별시 영등포구 영등포동3가 21-12,서울특별시 영등포구 영등포동3가,"30,206",190133,84,0.1,37.517804,126.907942
숙박시설,서울특별시 마포구 서교동 354-10,서울특별시 마포구 서교동,"25,611",196415,24,0.1,37.553784,126.920569
숙박시설,서울특별시 종로구 창신동 436-73(창신1동),서울특별시 종로구 창신1동,"5,294",25582,32,0.09,37.570128,127.015536
숙박시설,서울특별시 강남구 대치동 891-35(대치4동),서울특별시 강남구 대치4동,"18,049",239718,7,0.06,37.505112,127.054247
숙박시설,서울특별시 성북구 동선동4가 85,서울특별시 성북구 동선동4가,"15,932",67898,15,0.03,37.593945,127.017306
숙박시설,인천광역시 중구 운서동 2801-4,인천광역시 중구 운서동,"36,359",55728,45,0.02,37.494446,126.491484
숙박시설,인천광역시 강화군 강화읍 남산리 439-16,인천광역시 강화군 강화읍,"21,483",9407,19,0.03,37.735231,126.47528
숙박시설,인천광역시 연수구 청학동 498-10,인천광역시 연수구 청학동,"24,755",110764,4,0.02,37.416829,126.675822
숙박시설,인천광역시 서구 원창동 381-51(오류왕길동),인천광역시 서구 오류왕길동,"26,690",78848,7,0.04,37.508311,126.645273
숙박시설,인천광역시 부평구 부평동 374-3(부평4동),인천광역시 부평구 부평4동,"38,156",266708,17,0.02,37.497576,126.724108
숙박시설,세종특별자치시 세종시 나성동 785,세종특별자치시 세종시 나성동,"12,789",38777,,0.05,36.482569,127.262494
숙박시설,충청남도 공주시 신관동 592-4,충청남도 공주시 신관동,"23,096",34417,36,0.03,36.470708,127.129456
숙박시설,충청남도 태안군 태안읍 남문리 700-1,충청남도 태안군 태안읍,"28,512",14773,47,0.03,36.748411,126.302364
숙박시설,충청남도 아산시 모종동 577-4(온양3동),충청남도 아산시 온양3동,"39,174",26464,19,0.01,36.781767,127.011045
숙박시설,충청남도 천안시 서북구 성정동 746-11(성정1동),충청남도 천안시 서북구 성정1동,"18,124",54979,,0.02,36.810703,127.139756
숙박시설,충청북도 청주시 청원구 오창읍 양청리 815-6,충청북도 청주시 청원구 오창읍,"68,963",41483,,0.02,36.71247,127.431577
숙박시설,충청북도 옥천군 옥천읍 금구리 126-13,충청북도 옥천군 옥천읍,"27,972",14564,22,0.03,36.297991,127.56706
숙박시설,충청북도 충주시 봉방동 195-3,충청북도 충주시 봉방동,"9,028",34801,40,0.03,36.974415,127.913867
숙박시설,충청북도 제천시 중앙로2가 28-8(중앙동),충청북도 제천시 중앙동,"5,353",14090,36,0.1,37.138938,128.209581
숙박시설,충청북도 단양군 단양읍 별곡리 632,충청북도 단양군 단양읍,"9,818",13987,39,0.03,36.986635,128.371119
숙박시설,대전광역시 중구 대흥동 95-20,대전광역시 중구 대흥동,"13,200",51477,50,0.04,36.325911,127.430467
숙박시설,대전광역시 유성구 봉명동 440-26(온천1동),대전광역시 유성구 온천1동,"27,075",75255,89,0.04,36.356958,127.341341
숙박시설,대전광역시 서구 둔산동 1441(둔산1동),대전광역시 서구 둔산1동,"15,842",98950,17,0.03,36.349968,127.38864
숙박시설,대전광역시 대덕구 중리동 410-6,대전광역시 대덕구 중리동,"18,600",98950,35,0.03,36.359567,127.425674
숙박시설,대전광역시 동구 용전동 78-30,대전광역시 동구 용전동,"20,706",98950,63,0.02,36.35148,127.43991
숙박시설,경상북도 경주시 신평동 242-12(보덕동),경상북도 경주시 보덕동,"1,528",10282,23,0.1,35.840805,129.291256
숙박시설,경상북도 포항시 남구 대도동 125-3(상대동),경상북도 포항시 남구 상대동,"23,665",36156,,0.04,36.014916,129.364606
숙박시설,경상북도 의성군 의성읍 후죽리 858-66,경상북도 의성군 의성읍,"12,336",2668,14,0.04,36.357004,128.693586
숙박시설,경상북도 안동시 운흥동 141-45(중구동),경상북도 안동시 중구동,"5,277",14027,50,0.1,36.56405,128.733284
숙박시설,경상북도 구미시 원평동 1069-6,경상북도 구미시 원평동,"5,702",81863,154,0.11,36.123036,128.349734
숙박시설,경상남도 남해군 창선면 대벽리 178-14,경상남도 남해군 창선면,"5,177",9146,18,0.02,34.919321,128.025425
숙박시설,경상남도 통영시 항남동 239-4(중앙동),경상남도 통영시 중앙동,"3,453",23204,56,0.08,34.840795,128.422082
숙박시설,경상남도 거제시 장승포동 198,경상남도 거제시 장승포동,"6,120",12376,26,0.02,34.863857,128.730679
숙박시설,경상남도 진주시 칠암동 528-24(천전동),경상남도 진주시 천전동,"28,921",77777,26,0.02,35.184109,128.094778
숙박시설,경상남도 양산시 동면 석산리 1456-7,경상남도 양산시 동면,"44,260",28715,10,0.02,35.316399,129.027296
숙박시설,울산광역시 울주군 서생면 나사리 129,울산광역시 울주군 서생면,"8,170",14441,38,0.03,35.35593,129.350408
숙박시설,울산광역시 남구 달동 1359-4,울산광역시 남구 달동,"26,067",20222,31,0.03,35.538395,129.329616
숙박시설,울산광역시 북구 산하동 1022-12(강동동),울산광역시 북구 강동동,"16,117",30691,,0.02,35.626661,129.440456
숙박시설,울산광역시 남구 무거동 1524-5,울산광역시 남구 무거동,"34,796",44727,25,0.02,35.549388,129.262016
숙박시설,울산광역시 울주군 삼남읍 신화리 1603-6,울산광역시 울주군 삼남읍,"22,317",37743,13,0.02,35.547617,129.138899
숙박시설,대구광역시 달서구 이곡동 1200-3(이곡2동),대구광역시 달서구 이곡2동,"15,764",66579,5,0.04,35.854523,128.506116
숙박시설,대구광역시 남구 대명동 3048-35(대명4동),대구광역시 남구 대명4동,"10,277",66579,5,0.03,35.845046,128.568412
숙박시설,대구광역시 수성구 두산동 199-1,대구광역시 수성구 두산동,"14,230",63177,16,0.03,35.832955,128.622844
숙박시설,대구광역시 동구 상매동 505-9(안심2동),대구광역시 동구 안심2동,"13,270",34434,13,0.02,35.887549,128.705867
숙박시설,대구광역시 북구 산격동 1682(산격2동),대구광역시 북구 산격2동,"10,219",135921,5,0.09,35.905896,128.614044
숙박시설,부산광역시 해운대구광역시 우동 762-47(우1동),부산광역시 해운대구광역시 우1동,"21,937",48622,,0.03,35.159436,129.153794
숙박시설,부산광역시 남구 대연동 1752-17(대연1동),부산광역시 남구 대연1동,"17,570",134118,17,0.02,35.134533,129.089288
숙박시설,부산광역시 부산진구 부전동 519-27(부전2동),부산광역시 부산진구 부전2동,"11,148",134118,83,0.1,35.155056,129.056235
숙박시설,부산광역시 중구 대청동2가 30-17,부산광역시 중구 대청동2가,"5,715",134118,3,0.03,35.101863,129.031412
숙박시설,부산광역시 사상구 삼락동 353-2,부산광역시 사상구 삼락동,"5,611",74557,9,0.08,35.185577,128.977438
숙박시설,전북특별자치도 전주시 완산구 중화산동2가 661-8(중화산1동),전북특별자치도 전주시 완산구 중화산1동,"13,965",35443,,0.02,35.813726,127.123974
숙박시설,전북특별자치도 전주시 덕진구 송천동2가 1333-7(송천1동),전북특별자치도 전주시 덕진구 송천1동,"63,864",29756,,0.01,35.871333,127.123977
숙박시설,전북특별자치도 부안군 행안면 역리 산156-2,전북특별자치도 부안군 행안면,"2,069",8390,2,0.06,35.729911,126.713774
숙박시설,전북특별자치도 군산시 대명동 387-9(중앙동),전북특별자치도 군산시 중앙동,"3,990",28839,8,0.05,35.977734,126.723568
숙박시설,전북특별자치도 익산시 송학동 3-10,전북특별자치도 익산시 송학동,"8,695",7118,5,0.01,35.942276,126.94059
숙박시설,전라남도 해남군 해남읍 해리 288-12,전라남도 해남군 해남읍,"22,960",19589,28,0.03,34.565768,126.605971
숙박시설,전라남도 강진군 군동면 삼신리 898-9,전라남도 강진군 군동면,"4,232",9031,,0.02,34.620084,126.793434
숙박시설,전라남도 여수시 국동 37-28,전라남도 여수시 국동,"10,696",14076,11,0.02,34.730152,127.723348
